RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4786.0,15702138.0,Swift,510.0,France,Female,22.0,3.0,156834.34,1.0,0.0,0.0,44374.44,0.0
4787.0,15749799.0,Pisani,577.0,France,Female,34.0,2.0,0.0,2.0,1.0,1.0,84033.35,0.0
4788.0,15752885.0,Nnonso,529.0,France,Male,42.0,1.0,157498.9,1.0,1.0,1.0,82276.62,0.0
4789.0,15674932.0,Cameron,757.0,Spain,Female,44.0,9.0,0.0,2.0,1.0,0.0,177528.92,0.0
4790.0,15743828.0,Stevens,691.0,France,Male,41.0,2.0,0.0,1.0,1.0,1.0,56850.92,1.0
4791.0,15642022.0,Zito,621.0,Spain,Male,34.0,8.0,0.0,1.0,0.0,0.0,47972.65,0.0
4792.0,15746461.0,Taylor,709.0,Spain,Male,35.0,2.0,0.0,2.0,1.0,0.0,104982.39,0.0
4793.0,15809991.0,Ferrari,756.0,Spain,Male,19.0,4.0,130274.22,1.0,1.0,1.0,133535.29,0.0
4794.0,15787322.0,Yeh,788.0,France,Female,41.0,6.0,0.0,1.0,1.0,1.0,25571.37,0.0
4795.0,15575498.0,Gould,705.0,France,Female,39.0,5.0,149379.66,2.0,1.0,0.0,96075.55,0.0
4796.0,15691387.0,Agafonova,483.0,France,Male,29.0,9.0,0.0,1.0,1.0,1.0,81634.45,0.0
,,,,,,,,,,,,,
4793.0,15809991.0,Ferrari,756.0,Spain,Male,19.0,4.0,130274.22,1.0,1.0,1.0,133535.29,0.0
