RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1893.0,15773487.0,Conway,634.0,Germany,Female,31.0,8.0,76798.92,1.0,0.0,0.0,196021.73,0.0
1894.0,15802486.0,Hayes,488.0,France,Male,34.0,3.0,0.0,2.0,1.0,1.0,125979.36,0.0
1895.0,15783398.0,Rizzo,535.0,Spain,Female,49.0,7.0,115309.75,1.0,1.0,0.0,111421.77,0.0
1896.0,15649418.0,Krylov,776.0,France,Female,29.0,7.0,178171.04,2.0,1.0,1.0,115818.51,0.0
1897.0,15604588.0,Li Fonti,850.0,Spain,Female,38.0,3.0,0.0,2.0,0.0,1.0,179360.76,0.0
1898.0,15735428.0,Talbot,673.0,Spain,Female,37.0,0.0,0.0,2.0,0.0,0.0,82351.06,0.0
1899.0,15629078.0,Matthias,850.0,Germany,Female,45.0,5.0,127258.79,1.0,1.0,1.0,192744.23,1.0
1900.0,15806880.0,Boyle,627.0,Spain,Female,30.0,6.0,0.0,1.0,1.0,1.0,113408.47,0.0
1901.0,15754999.0,Ch'eng,570.0,France,Female,33.0,8.0,0.0,1.0,1.0,1.0,124641.42,0.0
1902.0,15781034.0,Mason,796.0,Spain,Male,67.0,5.0,0.0,2.0,0.0,1.0,54871.02,0.0
1903.0,15622017.0,Bruno,773.0,Spain,Female,33.0,10.0,0.0,1.0,1.0,1.0,98820.09,0.0
,,,,,,,,,,,,,
1894.0,15802486.0,Hayes,488.0,France,Male,34.0,3.0,0.0,2.0,1.0,1.0,125979.36,0.0
