RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7646.0,15698522.0,Thomas,660.0,Germany,Male,39.0,9.0,134599.33,2.0,1.0,0.0,183095.87,0.0
7647.0,15741633.0,Fuller,566.0,Spain,Male,32.0,10.0,147511.26,1.0,1.0,1.0,159891.03,0.0
7648.0,15674583.0,Trevisani,768.0,France,Male,25.0,0.0,78396.08,1.0,1.0,1.0,8316.19,0.0
7649.0,15665374.0,Dumolo,610.0,Spain,Female,31.0,5.0,0.0,2.0,0.0,0.0,63736.36,0.0
7650.0,15588854.0,Wu,715.0,France,Female,31.0,3.0,110581.29,1.0,1.0,1.0,94715.24,0.0
7651.0,15810716.0,Kerr,750.0,Germany,Male,42.0,8.0,151836.36,2.0,1.0,0.0,68695.38,0.0
7652.0,15776921.0,Geoghegan,431.0,Germany,Male,45.0,5.0,83624.55,2.0,0.0,0.0,36899.62,0.0
7653.0,15569394.0,Bailey,704.0,France,Male,24.0,2.0,148197.15,2.0,1.0,0.0,182775.08,0.0
7654.0,15788215.0,Hsia,535.0,Spain,Female,30.0,5.0,122924.75,1.0,0.0,0.0,62390.59,1.0
7655.0,15641007.0,Holden,614.0,France,Female,38.0,4.0,72594.0,1.0,1.0,1.0,76042.48,0.0
7656.0,15594651.0,Milani,748.0,France,Male,38.0,4.0,115221.36,1.0,0.0,1.0,70956.75,0.0
,,,,,,,,,,,,,
7646.0,15698522.0,Thomas,660.0,Germany,Male,39.0,9.0,134599.33,2.0,1.0,0.0,183095.87,0.0
