RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6920.0,15599084.0,Hopwood,782.0,France,Male,33.0,7.0,191523.09,1.0,1.0,1.0,167058.75,0.0
6921.0,15773394.0,Bergamaschi,644.0,France,Male,38.0,3.0,0.0,2.0,1.0,1.0,79928.41,0.0
6922.0,15625713.0,Lindeman,679.0,Spain,Female,39.0,7.0,91187.9,1.0,0.0,1.0,6075.36,0.0
6923.0,15766417.0,McKinley,678.0,France,Female,60.0,2.0,0.0,2.0,1.0,1.0,43821.56,0.0
6924.0,15622578.0,Sergeyev,806.0,France,Male,34.0,5.0,113958.55,1.0,0.0,1.0,32125.98,0.0
6925.0,15799924.0,Sanchez,668.0,Spain,Male,43.0,1.0,147167.25,1.0,0.0,0.0,141679.73,0.0
6926.0,15618363.0,Muomelu,659.0,Germany,Male,29.0,9.0,82916.48,1.0,1.0,1.0,84133.48,0.0
6927.0,15637138.0,Murray,660.0,France,Male,34.0,1.0,0.0,2.0,1.0,0.0,9692.58,0.0
6928.0,15781665.0,Ibekwe,601.0,France,Female,37.0,5.0,0.0,1.0,0.0,0.0,20708.6,0.0
6929.0,15804853.0,McVey,781.0,France,Female,48.0,0.0,57098.96,1.0,1.0,0.0,85644.06,1.0
6930.0,15651627.0,White,628.0,Germany,Male,39.0,1.0,115341.19,1.0,1.0,1.0,107674.3,1.0
,,,,,,,,,,,,,
6921.0,15773394.0,Bergamaschi,644.0,France,Male,38.0,3.0,0.0,2.0,1.0,1.0,79928.41,0.0
