RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9065.0,15632816.0,Williams,521.0,Germany,Female,49.0,2.0,127948.57,1.0,1.0,1.0,182765.14,0.0
9066.0,15693637.0,Ochoa,556.0,France,Female,30.0,7.0,0.0,2.0,1.0,1.0,186648.19,0.0
9067.0,15725509.0,Otutodilinna,662.0,Germany,Male,30.0,5.0,115286.68,2.0,1.0,1.0,149587.92,0.0
9068.0,15684645.0,Ajuluchukwu,704.0,Germany,Male,41.0,9.0,62078.21,2.0,1.0,0.0,129050.67,0.0
9069.0,15692235.0,Bellucci,750.0,France,Female,38.0,1.0,0.0,2.0,1.0,0.0,47764.99,0.0
9070.0,15777459.0,Gordon,619.0,Spain,Female,32.0,4.0,175406.13,2.0,1.0,1.0,172792.43,1.0
9071.0,15656937.0,Johnston,468.0,Spain,Male,26.0,1.0,131643.25,1.0,1.0,0.0,64436.16,0.0
9072.0,15610643.0,De Luca,435.0,Germany,Male,44.0,3.0,151739.65,1.0,1.0,0.0,167461.5,0.0
9073.0,15777315.0,Hill,529.0,France,Male,43.0,6.0,93616.35,2.0,0.0,0.0,98348.66,0.0
9074.0,15611058.0,Eluemuno,702.0,Germany,Female,60.0,5.0,138597.54,2.0,1.0,1.0,41536.59,1.0
9075.0,15630413.0,Howarth,608.0,France,Female,41.0,5.0,0.0,2.0,1.0,1.0,72462.25,0.0
,,,,,,,,,,,,,
9067.0,15725509.0,Otutodilinna,662.0,Germany,Male,30.0,5.0,115286.68,2.0,1.0,1.0,149587.92,0.0
