RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
408.0,15745354.0,Franklin,611.0,Spain,Female,37.0,4.0,0.0,2.0,1.0,0.0,125696.26,0.0
409.0,15701376.0,K'ung,668.0,Germany,Male,37.0,10.0,152958.29,2.0,1.0,1.0,159585.61,0.0
410.0,15691625.0,Ko,537.0,Germany,Female,41.0,3.0,138306.34,1.0,1.0,0.0,106761.47,0.0
411.0,15566594.0,McKenzie,709.0,Spain,Male,23.0,10.0,0.0,2.0,0.0,0.0,129590.18,0.0
412.0,15760431.0,Pino,850.0,France,Male,38.0,1.0,0.0,2.0,1.0,1.0,80006.65,0.0
413.0,15686302.0,Fisk,745.0,Spain,Female,31.0,3.0,124328.84,1.0,1.0,1.0,140451.52,0.0
414.0,15801559.0,Chiang,693.0,Germany,Female,41.0,9.0,181461.48,3.0,1.0,1.0,187929.43,1.0
415.0,15810432.0,Moseley,795.0,Spain,Male,35.0,8.0,0.0,2.0,1.0,0.0,167155.36,0.0
416.0,15809616.0,Hsiung,626.0,Spain,Male,26.0,8.0,0.0,2.0,0.0,0.0,191420.71,0.0
417.0,15720559.0,Heath,487.0,Germany,Female,61.0,5.0,110368.03,1.0,0.0,0.0,11384.45,1.0
418.0,15695632.0,Dellucci,556.0,France,Female,39.0,9.0,89588.35,1.0,1.0,1.0,94898.1,0.0
,,,,,,,,,,,,,
411.0,15566594.0,McKenzie,709.0,Spain,Male,23.0,10.0,0.0,2.0,0.0,0.0,129590.18,0.0
