RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8306.0,15605698.0,Harrison,746.0,France,Male,58.0,3.0,0.0,3.0,1.0,1.0,80344.96,1.0
8307.0,15777060.0,Olszewski,770.0,France,Female,33.0,4.0,0.0,1.0,1.0,0.0,26080.54,1.0
8308.0,15626243.0,Chijioke,618.0,France,Male,30.0,3.0,133844.22,1.0,1.0,1.0,31406.93,0.0
8309.0,15719898.0,Young,556.0,France,Male,36.0,7.0,154872.08,2.0,1.0,1.0,32044.64,0.0
8310.0,15599976.0,Bellasis,749.0,France,Female,27.0,9.0,0.0,2.0,1.0,0.0,132734.87,0.0
8311.0,15752809.0,De Mestre,702.0,Spain,Male,43.0,6.0,116121.67,1.0,1.0,0.0,61602.42,0.0
8312.0,15589698.0,De Luca,555.0,Germany,Male,42.0,6.0,107104.5,1.0,1.0,1.0,41304.44,1.0
8313.0,15609977.0,Mundy,587.0,France,Male,47.0,6.0,71026.77,1.0,1.0,0.0,57962.41,0.0
8314.0,15750121.0,Tung,639.0,France,Male,38.0,3.0,0.0,1.0,1.0,0.0,42862.82,0.0
8315.0,15734177.0,Donahue,643.0,France,Male,33.0,4.0,0.0,2.0,1.0,1.0,152992.04,0.0
8316.0,15781347.0,Okagbue,600.0,France,Female,41.0,1.0,0.0,2.0,1.0,1.0,91193.65,0.0
,,,,,,,,,,,,,
8310.0,15599976.0,Bellasis,749.0,France,Female,27.0,9.0,0.0,2.0,1.0,0.0,132734.87,0.0
