RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9175.0,15628059.0,DeRose,529.0,France,Male,61.0,1.0,0.0,2.0,1.0,1.0,191370.97,0.0
9176.0,15703413.0,Montes,519.0,France,Female,38.0,7.0,125328.56,1.0,1.0,0.0,188225.67,0.0
9177.0,15610433.0,Kwemto,573.0,France,Male,35.0,9.0,0.0,2.0,1.0,0.0,11743.89,0.0
9178.0,15770548.0,Lucchese,453.0,Germany,Female,28.0,3.0,139986.65,1.0,1.0,0.0,136846.75,0.0
9179.0,15645637.0,Huggins,798.0,Germany,Female,39.0,6.0,119787.76,1.0,1.0,1.0,164248.33,0.0
9180.0,15590888.0,Wade,693.0,Spain,Female,34.0,10.0,107556.06,2.0,0.0,0.0,154631.35,0.0
9181.0,15568326.0,Kenenna,637.0,France,Female,44.0,2.0,0.0,2.0,1.0,0.0,149665.65,0.0
9182.0,15655368.0,Wheeler,672.0,France,Male,47.0,1.0,0.0,1.0,0.0,0.0,91574.92,0.0
9183.0,15665579.0,Cartwright,597.0,France,Female,28.0,0.0,142705.95,1.0,1.0,0.0,127233.39,0.0
9184.0,15676091.0,Iloerika,543.0,France,Male,42.0,7.0,0.0,1.0,1.0,1.0,56650.47,0.0
9185.0,15716984.0,Palermo,695.0,Spain,Female,56.0,4.0,0.0,2.0,1.0,0.0,84644.76,0.0
,,,,,,,,,,,,,
9175.0,15628059.0,DeRose,529.0,France,Male,61.0,1.0,0.0,2.0,1.0,1.0,191370.97,0.0
