RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9043.0,15689594.0,Su,731.0,France,Male,29.0,5.0,179539.2,1.0,0.0,0.0,112010.02,0.0
9044.0,15801920.0,Christian,727.0,Germany,Male,39.0,5.0,80615.46,2.0,0.0,0.0,180962.32,0.0
9045.0,15653347.0,Chiu,560.0,Spain,Male,47.0,1.0,0.0,1.0,0.0,0.0,128882.66,1.0
9046.0,15749951.0,Sacco,766.0,Germany,Male,27.0,5.0,126285.73,1.0,1.0,0.0,177614.17,1.0
9047.0,15648178.0,Lettiere,630.0,Germany,Female,23.0,4.0,137964.51,1.0,0.0,1.0,174570.55,0.0
9048.0,15738662.0,Daluchi,652.0,Germany,Male,41.0,9.0,159434.03,1.0,1.0,0.0,178373.93,0.0
9049.0,15640855.0,T'ien,729.0,Germany,Male,40.0,5.0,113574.61,2.0,1.0,0.0,103396.08,0.0
9050.0,15584288.0,Hung,629.0,France,Female,33.0,6.0,0.0,2.0,1.0,1.0,59129.72,0.0
9051.0,15760988.0,Liu,667.0,Germany,Male,33.0,9.0,124573.33,2.0,0.0,0.0,683.37,0.0
9052.0,15569624.0,Feng,671.0,Germany,Female,31.0,6.0,105864.6,2.0,1.0,0.0,145567.34,0.0
9053.0,15597949.0,Gilbert,768.0,Germany,Female,47.0,5.0,104552.61,1.0,1.0,0.0,48137.08,1.0
,,,,,,,,,,,,,
9050.0,15584288.0,Hung,629.0,France,Female,33.0,6.0,0.0,2.0,1.0,1.0,59129.72,0.0
