RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7767.0,15647259.0,Barnett,643.0,Spain,Male,35.0,2.0,0.0,2.0,0.0,0.0,67979.35,0.0
7768.0,15748660.0,Ellis,561.0,Germany,Female,49.0,1.0,102025.32,1.0,1.0,0.0,133051.64,1.0
7769.0,15726695.0,Hsia,601.0,Spain,Female,20.0,9.0,122446.61,2.0,1.0,0.0,86791.9,0.0
7770.0,15757473.0,Chukwujamuike,766.0,France,Female,27.0,7.0,158786.67,2.0,0.0,1.0,47579.25,0.0
7771.0,15809509.0,Venables,699.0,France,Male,29.0,3.0,125689.29,1.0,1.0,1.0,151623.71,0.0
7772.0,15715512.0,Hsia,850.0,Germany,Male,29.0,1.0,154640.41,1.0,1.0,1.0,164039.51,0.0
7773.0,15614168.0,Alexander,792.0,Germany,Female,50.0,4.0,146710.76,1.0,1.0,0.0,16528.4,1.0
7774.0,15679818.0,Yuan,636.0,Germany,Male,67.0,7.0,136709.35,1.0,0.0,1.0,66753.1,1.0
7775.0,15609928.0,Johnston,850.0,Germany,Male,43.0,5.0,129305.09,2.0,0.0,1.0,19244.58,0.0
7776.0,15731246.0,Hobler,628.0,Spain,Male,40.0,10.0,0.0,2.0,1.0,0.0,103832.58,0.0
7777.0,15685243.0,Jamieson,736.0,France,Female,63.0,10.0,0.0,2.0,0.0,1.0,502.7,0.0
,,,,,,,,,,,,,
7771.0,15809509.0,Venables,699.0,France,Male,29.0,3.0,125689.29,1.0,1.0,1.0,151623.71,0.0
