RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9032.0,15742323.0,Barese,541.0,France,Male,39.0,7.0,0.0,2.0,1.0,0.0,19823.02,0.0
9033.0,15658435.0,Hingston,781.0,France,Female,27.0,5.0,0.0,2.0,0.0,0.0,72969.9,0.0
9034.0,15586029.0,Davis,806.0,Germany,Male,34.0,2.0,96152.68,2.0,1.0,0.0,143711.02,0.0
9035.0,15772337.0,Lawrence,723.0,Germany,Female,49.0,0.0,153855.52,1.0,1.0,1.0,180862.26,1.0
9036.0,15807555.0,Chung,535.0,France,Male,45.0,2.0,0.0,2.0,1.0,0.0,125658.28,0.0
9037.0,15603378.0,Padovano,768.0,France,Female,36.0,3.0,141334.95,1.0,0.0,1.0,125870.5,0.0
9038.0,15792862.0,Blinova,653.0,Germany,Male,41.0,1.0,104584.11,1.0,1.0,0.0,15126.32,1.0
9039.0,15657349.0,Carter,803.0,Germany,Female,50.0,8.0,98173.02,1.0,0.0,0.0,22457.25,1.0
9040.0,15777614.0,Webb,545.0,Spain,Female,44.0,1.0,0.0,2.0,1.0,1.0,82614.89,0.0
9041.0,15653952.0,T'an,581.0,Germany,Female,38.0,3.0,135157.05,1.0,1.0,1.0,32919.42,0.0
9042.0,15724336.0,Yates,513.0,Germany,Female,49.0,5.0,171601.27,1.0,1.0,0.0,126223.84,0.0
,,,,,,,,,,,,,
9036.0,15807555.0,Chung,535.0,France,Male,45.0,2.0,0.0,2.0,1.0,0.0,125658.28,0.0
