RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3257.0,15573926.0,Lung,735.0,Spain,Male,38.0,7.0,86131.71,2.0,0.0,0.0,93478.96,0.0
3258.0,15709183.0,Davidson,707.0,France,Female,58.0,3.0,102346.86,1.0,1.0,1.0,114672.64,0.0
3259.0,15577514.0,Mai,698.0,Germany,Female,36.0,7.0,121263.62,1.0,1.0,1.0,13387.88,0.0
3260.0,15778830.0,Dellucci,841.0,France,Male,31.0,2.0,0.0,2.0,1.0,0.0,173240.52,0.0
3261.0,15768072.0,Mitchell,688.0,Spain,Female,33.0,2.0,0.0,1.0,0.0,0.0,27557.18,1.0
3262.0,15768293.0,Sun,614.0,France,Male,51.0,3.0,0.0,2.0,1.0,1.0,5552.37,0.0
3263.0,15654456.0,Napolitano,511.0,Germany,Male,48.0,6.0,149726.08,1.0,0.0,0.0,88307.87,1.0
3264.0,15807525.0,Bailey,447.0,France,Male,43.0,2.0,0.0,2.0,1.0,0.0,33879.26,1.0
3265.0,15574372.0,Hoolan,738.0,France,Male,35.0,5.0,161274.05,2.0,1.0,0.0,181429.87,0.0
3266.0,15671249.0,Kent,422.0,France,Female,33.0,2.0,0.0,2.0,1.0,0.0,102655.31,0.0
3267.0,15779744.0,Chou,537.0,Spain,Male,30.0,1.0,103138.17,1.0,1.0,1.0,96555.42,0.0
,,,,,,,,,,,,,
3265.0,15574372.0,Hoolan,738.0,France,Male,35.0,5.0,161274.05,2.0,1.0,0.0,181429.87,0.0
