RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
430.0,15806467.0,Boyle,568.0,Germany,Male,40.0,1.0,99282.63,1.0,0.0,0.0,134600.94,1.0
431.0,15597602.0,Nwachinemelu,619.0,Germany,Male,57.0,3.0,137946.39,1.0,1.0,1.0,72467.99,1.0
432.0,15743040.0,Kuznetsova,724.0,Germany,Male,41.0,2.0,127892.57,2.0,0.0,1.0,199645.45,0.0
433.0,15705521.0,Pisani,548.0,Germany,Female,33.0,0.0,101084.36,1.0,1.0,0.0,42749.85,0.0
434.0,15595039.0,Manna,545.0,Germany,Female,37.0,8.0,114754.08,1.0,1.0,0.0,136050.44,1.0
435.0,15799384.0,Collier,683.0,France,Male,33.0,8.0,0.0,1.0,0.0,0.0,73564.44,0.0
436.0,15581197.0,Ricci,762.0,France,Female,51.0,3.0,99286.98,1.0,0.0,1.0,85578.63,0.0
437.0,15693737.0,Carr,627.0,Germany,Female,30.0,4.0,79871.02,2.0,1.0,0.0,129826.89,0.0
438.0,15624623.0,Hs?,516.0,France,Male,35.0,10.0,104088.59,2.0,0.0,0.0,119666.0,0.0
439.0,15783501.0,Findlay,800.0,France,Female,38.0,2.0,168190.33,2.0,1.0,0.0,68052.08,0.0
440.0,15690134.0,Hughes,464.0,Germany,Female,42.0,3.0,85679.25,1.0,1.0,1.0,164104.74,0.0
,,,,,,,,,,,,,
434.0,15595039.0,Manna,545.0,Germany,Female,37.0,8.0,114754.08,1.0,1.0,0.0,136050.44,1.0
