RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5149.0,15812767.0,Harvey,731.0,Spain,Male,70.0,3.0,0.0,2.0,1.0,1.0,141180.66,0.0
5150.0,15689201.0,Dobie,721.0,France,Female,49.0,1.0,120108.56,1.0,0.0,1.0,183421.76,0.0
5151.0,15614716.0,Okwudilichukwu,515.0,France,Female,37.0,0.0,196853.62,1.0,1.0,1.0,132770.11,0.0
5152.0,15683618.0,Dyer,774.0,France,Female,35.0,3.0,121418.62,1.0,1.0,1.0,24400.37,0.0
5153.0,15799631.0,Chase,585.0,Spain,Male,36.0,10.0,0.0,2.0,1.0,1.0,180318.6,0.0
5154.0,15692259.0,Baresi,695.0,France,Female,29.0,9.0,0.0,2.0,1.0,0.0,111565.45,0.0
5155.0,15590966.0,Lo,729.0,Germany,Female,42.0,4.0,97495.8,2.0,0.0,0.0,2002.5,0.0
5156.0,15656426.0,Tyler,713.0,France,Female,42.0,3.0,0.0,2.0,0.0,0.0,82565.01,0.0
5157.0,15675256.0,Ts'ui,555.0,Spain,Male,33.0,5.0,127343.4,1.0,0.0,1.0,121789.3,0.0
5158.0,15751185.0,Aparicio,699.0,Spain,Female,50.0,0.0,158633.61,1.0,1.0,0.0,193785.87,0.0
5159.0,15789582.0,Macleod,587.0,France,Male,55.0,9.0,0.0,1.0,1.0,0.0,64593.07,0.0
,,,,,,,,,,,,,
5149.0,15812767.0,Harvey,731.0,Spain,Male,70.0,3.0,0.0,2.0,1.0,1.0,141180.66,0.0
