RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4280.0,15781777.0,Sutherland,604.0,France,Male,33.0,3.0,148659.48,1.0,0.0,0.0,42437.75,0.0
4281.0,15740527.0,Lai,766.0,Germany,Female,62.0,7.0,142724.48,1.0,0.0,1.0,5893.23,1.0
4282.0,15721251.0,Watson,554.0,Spain,Female,41.0,4.0,112152.89,1.0,0.0,1.0,36242.19,0.0
4283.0,15602994.0,Gorbunov,487.0,France,Female,53.0,10.0,89550.85,1.0,0.0,1.0,90076.85,0.0
4284.0,15750769.0,Padovano,725.0,France,Male,35.0,7.0,75915.75,1.0,1.0,0.0,150507.43,0.0
4285.0,15740175.0,Raynor,732.0,Germany,Female,42.0,2.0,118889.66,2.0,0.0,0.0,87422.15,0.0
4286.0,15679968.0,Ting,623.0,France,Male,40.0,5.0,118788.57,1.0,1.0,0.0,192867.4,0.0
4287.0,15694404.0,Eberegbulam,781.0,France,Female,42.0,3.0,156555.54,1.0,1.0,1.0,175674.01,0.0
4288.0,15657529.0,Chin,714.0,Germany,Male,53.0,1.0,99141.86,1.0,1.0,1.0,72496.05,1.0
4289.0,15762882.0,Manna,577.0,Germany,Female,31.0,4.0,61211.18,1.0,1.0,1.0,145250.43,0.0
4290.0,15642579.0,Chang,731.0,Spain,Female,37.0,1.0,128932.4,1.0,1.0,1.0,180712.52,0.0
,,,,,,,,,,,,,
4282.0,15721251.0,Watson,554.0,Spain,Female,41.0,4.0,112152.89,1.0,0.0,1.0,36242.19,0.0
