RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5897.0,15645136.0,O'Donnell,744.0,Spain,Male,30.0,1.0,128065.12,1.0,1.0,0.0,121525.48,0.0
5898.0,15709604.0,McMillan,781.0,France,Male,23.0,2.0,107433.48,1.0,1.0,0.0,173843.21,0.0
5899.0,15713637.0,Chinedum,699.0,France,Male,34.0,2.0,117468.67,1.0,1.0,0.0,185227.42,0.0
5900.0,15793901.0,Capon,639.0,France,Female,27.0,2.0,0.0,2.0,0.0,0.0,125244.18,0.0
5901.0,15569759.0,Rawling,583.0,France,Female,27.0,4.0,0.0,3.0,1.0,0.0,163113.41,0.0
5902.0,15712930.0,Duncan,587.0,France,Male,42.0,1.0,0.0,1.0,0.0,0.0,123006.91,0.0
5903.0,15586504.0,Trevisani,694.0,France,Male,40.0,9.0,0.0,2.0,1.0,0.0,40463.03,0.0
5904.0,15677317.0,Ankudinova,570.0,France,Female,29.0,4.0,153040.03,1.0,1.0,1.0,131363.57,1.0
5905.0,15664270.0,Balsillie,692.0,Germany,Male,45.0,6.0,142084.04,4.0,1.0,0.0,188305.85,1.0
5906.0,15731519.0,Kerr,511.0,France,Female,30.0,5.0,0.0,2.0,1.0,0.0,143994.86,0.0
5907.0,15745623.0,Worsnop,788.0,France,Male,32.0,4.0,112079.58,1.0,0.0,0.0,89368.59,0.0
,,,,,,,,,,,,,
5903.0,15586504.0,Trevisani,694.0,France,Male,40.0,9.0,0.0,2.0,1.0,0.0,40463.03,0.0
