RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8713.0,15771054.0,Barnes,469.0,Spain,Male,35.0,5.0,0.0,2.0,1.0,0.0,186490.37,0.0
8714.0,15578788.0,Bibi,786.0,Spain,Male,40.0,6.0,0.0,2.0,0.0,0.0,41248.8,0.0
8715.0,15737408.0,L?,703.0,France,Female,41.0,6.0,109941.51,1.0,1.0,0.0,116267.28,0.0
8716.0,15750837.0,Landseer,579.0,Germany,Male,41.0,0.0,141749.68,1.0,0.0,1.0,9201.53,0.0
8717.0,15576022.0,Nwachinemelu,565.0,France,Male,38.0,5.0,0.0,2.0,0.0,1.0,80630.32,0.0
8718.0,15635502.0,Ch'iu,443.0,France,Male,44.0,2.0,0.0,1.0,1.0,0.0,159165.7,0.0
8719.0,15627298.0,Vinogradova,589.0,France,Male,37.0,7.0,85146.48,2.0,1.0,0.0,86490.09,1.0
8720.0,15811415.0,Jenks,691.0,France,Female,44.0,6.0,134066.1,2.0,1.0,1.0,197572.41,0.0
8721.0,15645059.0,Crace,711.0,France,Female,28.0,8.0,0.0,2.0,0.0,0.0,105159.89,0.0
8722.0,15689671.0,Packham,775.0,Spain,Male,27.0,4.0,0.0,1.0,1.0,1.0,40807.26,0.0
8723.0,15718667.0,T'ien,621.0,France,Male,35.0,7.0,87619.29,1.0,1.0,0.0,143.34,0.0
,,,,,,,,,,,,,
8715.0,15737408.0,L?,703.0,France,Female,41.0,6.0,109941.51,1.0,1.0,0.0,116267.28,0.0
