RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5083.0,15793307.0,Calabresi,724.0,Spain,Female,41.0,4.0,142880.28,3.0,0.0,0.0,185541.2,1.0
5084.0,15660679.0,Chimaobim,653.0,Spain,Female,38.0,9.0,149571.94,1.0,1.0,0.0,118383.18,0.0
5085.0,15666856.0,Chikwendu,774.0,France,Male,49.0,1.0,142767.39,1.0,1.0,1.0,8214.41,0.0
5086.0,15687372.0,Padovesi,547.0,Germany,Male,49.0,8.0,121537.71,2.0,1.0,0.0,46521.45,1.0
5087.0,15667289.0,Henderson,719.0,Spain,Male,50.0,2.0,0.0,2.0,0.0,0.0,10772.13,0.0
5088.0,15624641.0,Kharlamova,740.0,Spain,Male,43.0,9.0,0.0,1.0,1.0,0.0,199290.68,1.0
5089.0,15734610.0,Onio,543.0,France,Male,42.0,4.0,89838.71,3.0,1.0,0.0,85983.54,1.0
5090.0,15631882.0,Yeh,688.0,Germany,Male,45.0,9.0,103399.87,1.0,0.0,0.0,129870.93,0.0
5091.0,15642709.0,Feng,474.0,France,Female,30.0,9.0,0.0,2.0,0.0,0.0,63158.22,0.0
5092.0,15811026.0,Norman,505.0,Germany,Male,43.0,5.0,136855.94,2.0,1.0,0.0,171070.52,0.0
5093.0,15596303.0,White,688.0,France,Female,39.0,0.0,0.0,2.0,1.0,0.0,53222.15,1.0
,,,,,,,,,,,,,
5086.0,15687372.0,Padovesi,547.0,Germany,Male,49.0,8.0,121537.71,2.0,1.0,0.0,46521.45,1.0
