RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4467.0,15595160.0,Renwick,413.0,Spain,Male,35.0,2.0,0.0,2.0,1.0,1.0,60972.84,0.0
4468.0,15595391.0,Norris,538.0,France,Male,31.0,1.0,0.0,2.0,1.0,0.0,1375.46,0.0
4469.0,15630363.0,Nkemakonam,437.0,France,Female,39.0,0.0,102721.49,1.0,0.0,0.0,22191.82,0.0
4470.0,15692443.0,Piccio,612.0,Spain,Male,33.0,5.0,69478.57,1.0,1.0,0.0,8973.67,1.0
4471.0,15593795.0,Linton,516.0,Germany,Female,53.0,1.0,156674.2,1.0,1.0,0.0,118502.34,1.0
4472.0,15642824.0,Onyekaozulu,826.0,Spain,Female,56.0,8.0,174506.1,2.0,0.0,1.0,161802.82,1.0
4473.0,15683524.0,Tobenna,660.0,Germany,Female,23.0,6.0,166070.48,2.0,0.0,0.0,90494.72,0.0
4474.0,15713532.0,Wang,646.0,Germany,Female,29.0,4.0,105957.44,1.0,1.0,0.0,15470.91,0.0
4475.0,15719827.0,O'Donnell,767.0,France,Male,36.0,3.0,0.0,1.0,0.0,0.0,65147.27,0.0
4476.0,15578435.0,Langlands,640.0,France,Male,40.0,8.0,110340.68,1.0,1.0,1.0,157886.6,0.0
4477.0,15723028.0,Smith,778.0,France,Male,33.0,1.0,0.0,2.0,1.0,0.0,85439.73,0.0
,,,,,,,,,,,,,
4471.0,15593795.0,Linton,516.0,Germany,Female,53.0,1.0,156674.2,1.0,1.0,0.0,118502.34,1.0
