RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7470.0,15717065.0,Balashov,686.0,France,Female,35.0,8.0,105419.73,1.0,1.0,0.0,35356.46,0.0
7471.0,15602456.0,Afanasyev,850.0,Germany,Female,47.0,4.0,99219.47,2.0,1.0,1.0,122141.13,0.0
7472.0,15721569.0,Chialuka,658.0,Germany,Female,55.0,8.0,119327.93,1.0,0.0,1.0,119439.66,0.0
7473.0,15573798.0,Yermolayev,448.0,France,Female,36.0,6.0,83947.12,2.0,1.0,0.0,81999.53,0.0
7474.0,15638272.0,Tien,609.0,Spain,Male,32.0,4.0,99883.16,1.0,1.0,1.0,120594.85,0.0
7475.0,15799859.0,Lucchesi,704.0,France,Male,50.0,4.0,165438.26,1.0,1.0,0.0,120770.75,1.0
7476.0,15599152.0,Lai,698.0,France,Male,31.0,1.0,156111.24,1.0,0.0,0.0,134790.74,0.0
7477.0,15737909.0,Bates,759.0,France,Male,44.0,2.0,111095.58,2.0,1.0,0.0,100137.7,0.0
7478.0,15646190.0,Saunders,677.0,France,Female,56.0,0.0,119963.45,1.0,0.0,0.0,158325.87,1.0
7479.0,15711249.0,Chukwuemeka,544.0,Spain,Male,22.0,4.0,0.0,2.0,1.0,0.0,70007.67,0.0
7480.0,15671987.0,Meagher,567.0,Spain,Male,35.0,8.0,153137.74,1.0,1.0,0.0,88659.07,0.0
,,,,,,,,,,,,,
7475.0,15799859.0,Lucchesi,704.0,France,Male,50.0,4.0,165438.26,1.0,1.0,0.0,120770.75,1.0
