RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1926.0,15757931.0,Fang,804.0,France,Male,24.0,3.0,0.0,2.0,1.0,0.0,173195.33,0.0
1927.0,15716023.0,Pearson,693.0,France,Male,31.0,1.0,0.0,2.0,0.0,1.0,182270.88,0.0
1928.0,15647782.0,Brown,729.0,Germany,Male,36.0,8.0,152899.24,2.0,1.0,0.0,177130.33,0.0
1929.0,15716609.0,L?,484.0,Germany,Male,54.0,3.0,134388.11,1.0,0.0,0.0,49954.79,1.0
1930.0,15623791.0,Padovesi,632.0,Spain,Female,40.0,3.0,109740.62,1.0,1.0,0.0,141896.74,0.0
1931.0,15627262.0,Soto,536.0,Germany,Male,23.0,6.0,92366.72,2.0,1.0,0.0,120661.71,0.0
1932.0,15652693.0,Greco,573.0,France,Female,26.0,4.0,129109.02,1.0,0.0,0.0,149814.68,1.0
1933.0,15586993.0,Giordano,655.0,Spain,Female,56.0,5.0,0.0,2.0,1.0,1.0,41782.7,0.0
1934.0,15815560.0,Bogle,666.0,Germany,Male,74.0,7.0,105102.5,1.0,1.0,1.0,46172.47,0.0
1935.0,15584930.0,Grimmett,726.0,Germany,Male,30.0,5.0,111375.32,2.0,1.0,0.0,2704.09,0.0
1936.0,15799031.0,Ayers,523.0,France,Male,39.0,3.0,0.0,2.0,1.0,0.0,6726.53,0.0
,,,,,,,,,,,,,
1927.0,15716023.0,Pearson,693.0,France,Male,31.0,1.0,0.0,2.0,0.0,1.0,182270.88,0.0
