RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5435.0,15638803.0,Donaldson,733.0,Spain,Female,32.0,5.0,0.0,2.0,1.0,0.0,131625.14,0.0
5436.0,15808283.0,Kelly,647.0,France,Female,33.0,4.0,0.0,1.0,1.0,0.0,152323.04,0.0
5437.0,15811200.0,Ts'ao,831.0,France,Female,34.0,2.0,0.0,2.0,0.0,0.0,165840.94,0.0
5438.0,15733476.0,Gonzalez,543.0,Germany,Male,30.0,6.0,73481.05,1.0,1.0,1.0,176692.65,0.0
5439.0,15633274.0,Tai,679.0,France,Male,34.0,7.0,160515.37,1.0,1.0,0.0,121904.14,0.0
5440.0,15582168.0,Muravyova,713.0,Germany,Female,61.0,4.0,149525.34,2.0,1.0,0.0,123663.63,0.0
5441.0,15807269.0,Milanesi,690.0,Germany,Male,43.0,2.0,166522.78,1.0,0.0,0.0,119644.59,1.0
5442.0,15602979.0,Lin,751.0,France,Male,29.0,1.0,135536.5,1.0,1.0,0.0,66825.33,0.0
5443.0,15660417.0,Lambert,613.0,Germany,Female,43.0,10.0,120481.69,1.0,0.0,0.0,94875.03,1.0
5444.0,15590199.0,Temple,701.0,Spain,Male,28.0,1.0,103421.32,1.0,0.0,1.0,76304.73,0.0
5445.0,15641794.0,Ridley,698.0,France,Male,33.0,5.0,135658.73,2.0,0.0,1.0,39755.0,0.0
,,,,,,,,,,,,,
5441.0,15807269.0,Milanesi,690.0,Germany,Male,43.0,2.0,166522.78,1.0,0.0,0.0,119644.59,1.0
