RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
837.0,15585036.0,Okoli,694.0,Spain,Female,37.0,3.0,0.0,2.0,1.0,1.0,147012.22,0.0
838.0,15589488.0,Ch'eng,686.0,Germany,Female,56.0,5.0,111642.08,1.0,1.0,1.0,80553.87,0.0
839.0,15585888.0,Nwokezuike,553.0,Spain,Female,48.0,3.0,0.0,1.0,0.0,1.0,30730.95,1.0
840.0,15727915.0,Artemiev,507.0,France,Male,36.0,4.0,83543.37,1.0,0.0,0.0,140134.43,0.0
841.0,15707567.0,Esposito,732.0,Germany,Male,50.0,6.0,145338.76,1.0,0.0,0.0,91936.1,1.0
842.0,15737792.0,Abbie,818.0,France,Female,31.0,1.0,186796.37,1.0,0.0,0.0,178252.63,0.0
843.0,15599433.0,Fanucci,660.0,Germany,Male,35.0,8.0,58641.43,1.0,0.0,1.0,198674.08,0.0
844.0,15672012.0,Jen,773.0,Spain,Female,41.0,5.0,0.0,1.0,1.0,0.0,28266.9,1.0
845.0,15806983.0,Moss,640.0,France,Male,44.0,3.0,137148.68,1.0,1.0,0.0,92381.01,0.0
846.0,15592222.0,Lo,505.0,France,Male,49.0,7.0,80001.23,1.0,0.0,0.0,135180.11,0.0
847.0,15608968.0,Averyanov,714.0,Germany,Male,21.0,6.0,86402.52,2.0,0.0,0.0,27330.59,0.0
,,,,,,,,,,,,,
844.0,15672012.0,Jen,773.0,Spain,Female,41.0,5.0,0.0,1.0,1.0,0.0,28266.9,1.0
