RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1431.0,15703143.0,Tuan,820.0,France,Female,29.0,3.0,82344.84,1.0,0.0,1.0,115985.38,0.0
1432.0,15809772.0,Glover,667.0,France,Male,48.0,2.0,0.0,1.0,1.0,0.0,43229.2,0.0
1433.0,15687959.0,Landman,573.0,Spain,Female,44.0,4.0,0.0,1.0,1.0,1.0,94862.93,0.0
1434.0,15585282.0,Trevisano,755.0,France,Male,62.0,1.0,127706.33,2.0,0.0,1.0,142377.69,0.0
1435.0,15714993.0,Longo,552.0,France,Female,41.0,9.0,124349.34,1.0,1.0,0.0,135635.25,0.0
1436.0,15596021.0,K?,598.0,Spain,Male,44.0,8.0,0.0,2.0,1.0,0.0,148487.9,0.0
1437.0,15646615.0,Muir,576.0,Germany,Male,28.0,1.0,119336.29,2.0,0.0,1.0,58976.85,0.0
1438.0,15742632.0,Alexeyeva,670.0,France,Female,31.0,9.0,0.0,1.0,0.0,1.0,76254.83,0.0
1439.0,15574068.0,Norman,504.0,Germany,Male,56.0,9.0,104217.3,1.0,0.0,0.0,55857.48,1.0
1440.0,15806967.0,Simmons,778.0,France,Female,65.0,7.0,0.0,1.0,1.0,1.0,77867.23,0.0
1441.0,15796334.0,Chukwualuka,558.0,Germany,Male,39.0,10.0,144757.02,1.0,1.0,0.0,22878.16,1.0
,,,,,,,,,,,,,
1433.0,15687959.0,Landman,573.0,Spain,Female,44.0,4.0,0.0,1.0,1.0,1.0,94862.93,0.0
