RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2355.0,15669342.0,Ferri,731.0,Germany,Male,35.0,2.0,127862.93,2.0,1.0,0.0,139083.7,0.0
2356.0,15710366.0,Hamilton,569.0,Spain,Female,42.0,1.0,0.0,1.0,1.0,1.0,83629.6,1.0
2357.0,15614934.0,McEwan,625.0,Germany,Female,37.0,4.0,142711.81,1.0,1.0,0.0,35625.41,0.0
2358.0,15588701.0,Lai,592.0,France,Female,38.0,4.0,0.0,2.0,1.0,0.0,35338.96,0.0
2359.0,15665438.0,Hs?,669.0,France,Male,43.0,1.0,163159.85,1.0,0.0,1.0,15602.8,0.0
2360.0,15644896.0,Thompson,663.0,Germany,Male,32.0,3.0,108586.86,1.0,1.0,1.0,182355.21,0.0
2361.0,15670205.0,Boyd,518.0,Germany,Female,41.0,5.0,110624.99,1.0,1.0,0.0,89327.67,0.0
2362.0,15635776.0,Trevisani,686.0,Germany,Female,43.0,5.0,154846.24,2.0,1.0,1.0,151903.6,0.0
2363.0,15791053.0,Lucciano,709.0,Germany,Male,45.0,4.0,122917.71,1.0,1.0,1.0,11.58,1.0
2364.0,15644005.0,Holman,571.0,France,Female,33.0,9.0,0.0,2.0,0.0,1.0,77519.62,0.0
2365.0,15796343.0,Bazhenov,707.0,France,Female,31.0,2.0,82787.93,2.0,0.0,0.0,91423.69,0.0
,,,,,,,,,,,,,
2365.0,15796343.0,Bazhenov,707.0,France,Female,31.0,2.0,82787.93,2.0,0.0,0.0,91423.69,0.0
