RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8086.0,15656286.0,Sims,794.0,France,Male,33.0,0.0,0.0,2.0,0.0,0.0,178122.71,0.0
8087.0,15774847.0,Knight,593.0,France,Male,50.0,6.0,171740.69,1.0,0.0,0.0,20893.61,0.0
8088.0,15619340.0,Obijiaku,597.0,Spain,Male,38.0,1.0,0.0,2.0,1.0,0.0,41303.29,0.0
8089.0,15815656.0,Hopkins,541.0,Germany,Female,39.0,9.0,100116.67,1.0,1.0,1.0,199808.1,1.0
8090.0,15623357.0,Onio,692.0,Germany,Male,24.0,2.0,120596.93,1.0,0.0,1.0,180490.53,0.0
8091.0,15601324.0,Black,697.0,France,Female,48.0,1.0,0.0,2.0,1.0,1.0,87400.53,0.0
8092.0,15715510.0,Eluemuno,768.0,France,Male,29.0,2.0,95984.69,2.0,1.0,1.0,73686.75,0.0
8093.0,15663770.0,Doyle,802.0,France,Male,38.0,1.0,142557.11,1.0,1.0,1.0,172497.73,0.0
8094.0,15779267.0,Onyemere,584.0,France,Male,47.0,5.0,0.0,2.0,1.0,0.0,89286.29,0.0
8095.0,15597957.0,Rahman,614.0,Spain,Male,66.0,2.0,0.0,2.0,0.0,1.0,180082.7,0.0
8096.0,15584620.0,Su,850.0,Germany,Female,36.0,6.0,143644.16,1.0,1.0,0.0,22102.25,1.0
,,,,,,,,,,,,,
8087.0,15774847.0,Knight,593.0,France,Male,50.0,6.0,171740.69,1.0,0.0,0.0,20893.61,0.0
