RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4720.0,15583580.0,Chiawuotu,566.0,Germany,Female,35.0,1.0,123042.0,1.0,1.0,0.0,66245.44,1.0
4721.0,15780654.0,Sergeyev,619.0,Germany,Female,33.0,3.0,100488.92,2.0,0.0,1.0,36446.74,0.0
4722.0,15695034.0,Christie,757.0,France,Female,44.0,4.0,123322.15,1.0,1.0,0.0,137136.29,0.0
4723.0,15805671.0,Louis,648.0,France,Male,32.0,0.0,0.0,1.0,0.0,1.0,117323.31,0.0
4724.0,15790658.0,Iqbal,621.0,Spain,Male,42.0,8.0,68683.68,1.0,1.0,1.0,74157.71,0.0
4725.0,15578648.0,Marino,543.0,Germany,Male,49.0,6.0,59532.18,1.0,1.0,0.0,104253.56,0.0
4726.0,15734987.0,Robertson,658.0,France,Female,43.0,7.0,140260.36,2.0,1.0,0.0,2748.72,0.0
4727.0,15721740.0,Pai,633.0,Germany,Male,50.0,7.0,88302.65,1.0,1.0,1.0,195937.16,0.0
4728.0,15641822.0,Barese,648.0,France,Female,19.0,1.0,0.0,2.0,0.0,1.0,22101.86,0.0
4729.0,15765650.0,Chigolum,501.0,Germany,Male,40.0,5.0,114655.58,1.0,0.0,0.0,126535.92,0.0
4730.0,15788556.0,Trouette,683.0,France,Female,42.0,4.0,148283.94,1.0,1.0,1.0,44692.63,1.0
,,,,,,,,,,,,,
4721.0,15780654.0,Sergeyev,619.0,Germany,Female,33.0,3.0,100488.92,2.0,0.0,1.0,36446.74,0.0
