RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2201.0,15641114.0,Power,701.0,France,Male,37.0,8.0,130091.5,1.0,1.0,1.0,120031.29,0.0
2202.0,15682435.0,P'eng,600.0,France,Male,35.0,4.0,143744.77,2.0,1.0,0.0,104076.51,0.0
2203.0,15751788.0,Johnson,850.0,Spain,Male,28.0,9.0,97408.03,1.0,1.0,1.0,175853.64,0.0
2204.0,15672598.0,Walker,613.0,Spain,Male,30.0,9.0,111927.45,1.0,1.0,1.0,175795.87,0.0
2205.0,15762803.0,Innes,509.0,France,Male,31.0,3.0,0.0,2.0,1.0,0.0,15360.91,0.0
2206.0,15812982.0,Francis,509.0,Spain,Male,38.0,2.0,0.0,1.0,0.0,0.0,168460.12,0.0
2207.0,15597901.0,Chidozie,609.0,France,Male,34.0,1.0,0.0,1.0,1.0,1.0,181177.9,0.0
2208.0,15731507.0,Mackenzie,456.0,France,Female,33.0,1.0,188285.68,1.0,0.0,0.0,58363.94,0.0
2209.0,15809826.0,Craigie,728.0,France,Female,46.0,2.0,109705.52,1.0,1.0,0.0,20276.87,1.0
2210.0,15764237.0,Manfrin,663.0,Spain,Male,33.0,9.0,0.0,2.0,0.0,0.0,91514.62,0.0
2211.0,15769917.0,Onyekachi,673.0,Germany,Female,34.0,1.0,127122.79,3.0,0.0,1.0,76703.1,0.0
,,,,,,,,,,,,,
2205.0,15762803.0,Innes,509.0,France,Male,31.0,3.0,0.0,2.0,1.0,0.0,15360.91,0.0
