RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3290.0,15592570.0,Marino,773.0,Spain,Female,23.0,8.0,0.0,2.0,1.0,0.0,56759.79,0.0
3291.0,15748589.0,Winter,736.0,France,Female,30.0,9.0,0.0,2.0,1.0,0.0,34180.33,0.0
3292.0,15635893.0,T'ien,693.0,France,Female,28.0,8.0,0.0,2.0,1.0,1.0,158545.25,0.0
3293.0,15757632.0,Hughes-Jones,496.0,France,Female,41.0,1.0,176024.05,2.0,1.0,0.0,182337.98,0.0
3294.0,15691863.0,Cody,751.0,France,Female,39.0,3.0,0.0,2.0,1.0,1.0,84175.34,0.0
3295.0,15706071.0,Hunt,528.0,Germany,Male,39.0,0.0,127631.62,1.0,0.0,1.0,22197.8,1.0
3296.0,15654296.0,Estrada,754.0,Spain,Female,19.0,9.0,0.0,1.0,1.0,0.0,189641.11,0.0
3297.0,15755018.0,Dickinson,568.0,Germany,Female,26.0,10.0,109819.16,2.0,1.0,0.0,154491.39,0.0
3298.0,15594041.0,Fanucci,592.0,Spain,Female,41.0,2.0,138734.94,1.0,1.0,0.0,90020.74,0.0
3299.0,15670587.0,Yang,558.0,Germany,Male,25.0,10.0,111363.1,2.0,1.0,0.0,197264.35,0.0
3300.0,15724527.0,Forbes,825.0,France,Male,34.0,9.0,0.0,2.0,1.0,1.0,31933.06,0.0
,,,,,,,,,,,,,
3294.0,15691863.0,Cody,751.0,France,Female,39.0,3.0,0.0,2.0,1.0,1.0,84175.34,0.0
