RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9307.0,15643330.0,Chukwuemeka,594.0,France,Male,37.0,2.0,0.0,2.0,0.0,1.0,95864.5,0.0
9308.0,15680405.0,P'eng,685.0,France,Male,40.0,2.0,168001.34,2.0,1.0,1.0,167400.29,0.0
9309.0,15728683.0,Lombardo,742.0,France,Male,27.0,0.0,0.0,2.0,0.0,1.0,131534.96,0.0
9310.0,15621644.0,Lombardi,678.0,Germany,Male,83.0,6.0,123356.63,1.0,0.0,1.0,92934.41,0.0
9311.0,15733032.0,Butler,651.0,Spain,Male,47.0,2.0,0.0,2.0,1.0,1.0,119808.64,0.0
9312.0,15608381.0,Dean,585.0,Germany,Male,50.0,2.0,125845.66,1.0,1.0,0.0,9439.31,1.0
9313.0,15658946.0,Piccio,579.0,Germany,Male,40.0,10.0,45408.85,2.0,1.0,0.0,18732.91,0.0
9314.0,15757912.0,Bradley,722.0,Germany,Female,37.0,0.0,125977.81,1.0,0.0,0.0,160162.42,0.0
9315.0,15645371.0,Cameron,613.0,Germany,Female,51.0,7.0,147262.11,1.0,1.0,1.0,53630.9,1.0
9316.0,15653110.0,Chan,694.0,France,Male,42.0,8.0,133767.19,1.0,1.0,0.0,36405.21,0.0
9317.0,15766355.0,Lettiere,550.0,Germany,Male,49.0,0.0,108806.96,3.0,1.0,0.0,61446.92,1.0
,,,,,,,,,,,,,
9310.0,15621644.0,Lombardi,678.0,Germany,Male,83.0,6.0,123356.63,1.0,0.0,1.0,92934.41,0.0
