RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1321.0,15596493.0,Wisdom,687.0,France,Female,47.0,7.0,0.0,2.0,1.0,1.0,177624.01,0.0
1322.0,15704483.0,Lorenzo,724.0,France,Male,40.0,6.0,0.0,2.0,0.0,0.0,106149.48,0.0
1323.0,15598846.0,Shahan,700.0,France,Female,44.0,2.0,58781.76,1.0,1.0,0.0,16874.92,0.0
1324.0,15629244.0,Bryant,635.0,Spain,Male,50.0,7.0,159453.64,2.0,0.0,0.0,54560.79,1.0
1325.0,15765537.0,Liang,687.0,Germany,Male,26.0,2.0,142721.52,1.0,1.0,1.0,153605.75,0.0
1326.0,15729975.0,Chidozie,613.0,France,Female,46.0,8.0,167795.6,1.0,0.0,1.0,44390.38,0.0
1327.0,15682773.0,Hayward,781.0,France,Female,38.0,3.0,128345.69,2.0,1.0,0.0,63218.85,0.0
1328.0,15688007.0,Liu,703.0,Spain,Male,20.0,3.0,165260.98,1.0,1.0,1.0,41626.78,0.0
1329.0,15574331.0,Alexeeva,593.0,Germany,Female,62.0,3.0,118233.81,1.0,0.0,1.0,24765.53,1.0
1330.0,15645572.0,Calabresi,743.0,France,Female,40.0,6.0,0.0,1.0,1.0,0.0,28280.8,1.0
1331.0,15742854.0,Lettiere,640.0,Spain,Female,46.0,8.0,0.0,2.0,1.0,0.0,89043.19,0.0
,,,,,,,,,,,,,
1322.0,15704483.0,Lorenzo,724.0,France,Male,40.0,6.0,0.0,2.0,0.0,0.0,106149.48,0.0
