RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1046.0,15785980.0,Williford,588.0,Spain,Male,34.0,6.0,121132.26,2.0,1.0,0.0,86460.28,0.0
1047.0,15644200.0,Hamilton,807.0,Spain,Female,42.0,1.0,0.0,1.0,1.0,0.0,16500.66,1.0
1048.0,15793949.0,Cheng,726.0,France,Female,48.0,4.0,0.0,1.0,1.0,0.0,114020.06,1.0
1049.0,15645103.0,Su,812.0,Germany,Male,25.0,5.0,54817.55,1.0,1.0,0.0,131660.31,0.0
1050.0,15705860.0,McKenzie,631.0,Germany,Male,40.0,3.0,107949.45,1.0,1.0,0.0,52449.62,1.0
1051.0,15623828.0,Akobundu,682.0,France,Male,30.0,4.0,0.0,1.0,0.0,1.0,161465.31,0.0
1052.0,15715003.0,Ko,625.0,Spain,Female,49.0,2.0,80816.45,1.0,1.0,1.0,20018.79,0.0
1053.0,15623471.0,Marcelo,607.0,Germany,Male,38.0,3.0,98205.77,1.0,1.0,0.0,176318.27,0.0
1054.0,15798348.0,Chukwuebuka,600.0,Spain,Female,50.0,6.0,94684.27,1.0,1.0,1.0,50488.91,0.0
1055.0,15743016.0,MacDonald,602.0,Spain,Female,22.0,7.0,141604.76,1.0,1.0,0.0,30379.6,0.0
1056.0,15769499.0,Lampungmeiua,545.0,Spain,Female,74.0,3.0,0.0,2.0,1.0,1.0,161326.73,0.0
,,,,,,,,,,,,,
1050.0,15705860.0,McKenzie,631.0,Germany,Male,40.0,3.0,107949.45,1.0,1.0,0.0,52449.62,1.0
