RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3092.0,15662901.0,Hu,656.0,France,Male,37.0,2.0,0.0,2.0,0.0,1.0,67840.81,0.0
3093.0,15689751.0,Jones,666.0,France,Female,31.0,2.0,79589.43,1.0,0.0,0.0,4050.57,0.0
3094.0,15667742.0,Vincent,627.0,Spain,Male,41.0,5.0,100880.76,1.0,0.0,1.0,134665.25,0.0
3095.0,15738448.0,Sanford,480.0,Germany,Female,25.0,3.0,174330.35,2.0,0.0,0.0,181647.13,0.0
3096.0,15680243.0,Brown,792.0,France,Male,19.0,7.0,143390.51,1.0,1.0,0.0,33282.84,0.0
3097.0,15745083.0,Lei,613.0,Germany,Male,59.0,8.0,91415.76,1.0,0.0,0.0,27965.0,1.0
3098.0,15708228.0,Toscani,476.0,Germany,Male,30.0,3.0,134366.42,1.0,1.0,0.0,68343.53,0.0
3099.0,15628523.0,Chien,539.0,France,Female,24.0,3.0,0.0,2.0,1.0,1.0,198161.07,0.0
3100.0,15708196.0,Uchenna,696.0,Spain,Male,60.0,8.0,88786.81,1.0,1.0,1.0,196858.4,0.0
3101.0,15735549.0,Lori,810.0,Germany,Male,35.0,3.0,96814.46,2.0,1.0,1.0,120511.03,0.0
3102.0,15809347.0,Fanucci,763.0,Germany,Male,32.0,9.0,160680.41,1.0,1.0,0.0,30886.35,0.0
,,,,,,,,,,,,,
3102.0,15809347.0,Fanucci,763.0,Germany,Male,32.0,9.0,160680.41,1.0,1.0,0.0,30886.35,0.0
