RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
815.0,15641655.0,Black,700.0,France,Female,26.0,2.0,0.0,2.0,0.0,0.0,50051.42,0.0
816.0,15619708.0,Harker,745.0,France,Male,25.0,5.0,157993.15,2.0,1.0,0.0,146041.45,0.0
817.0,15734565.0,Hughes,696.0,France,Male,29.0,8.0,0.0,2.0,1.0,0.0,191166.09,0.0
818.0,15806438.0,Chiabuotu,580.0,Germany,Female,42.0,2.0,123331.36,1.0,0.0,0.0,103516.08,1.0
819.0,15591969.0,Kuo,497.0,Spain,Male,27.0,9.0,75263.16,1.0,1.0,1.0,164825.04,0.0
820.0,15747807.0,Gallagher,720.0,France,Female,43.0,6.0,137824.03,2.0,1.0,0.0,172557.77,0.0
821.0,15596939.0,Calabresi,659.0,Germany,Male,36.0,4.0,132578.92,2.0,1.0,0.0,84320.94,0.0
822.0,15716155.0,Shaw,841.0,France,Female,36.0,5.0,156021.31,1.0,0.0,0.0,122662.98,0.0
823.0,15765311.0,Zhirov,642.0,Spain,Male,34.0,8.0,0.0,1.0,1.0,0.0,72085.1,0.0
824.0,15757811.0,Lloyd,732.0,Spain,Female,69.0,9.0,137453.43,1.0,0.0,1.0,110932.24,1.0
825.0,15603830.0,Palmer,600.0,Spain,Male,36.0,4.0,0.0,2.0,1.0,0.0,143635.36,0.0
,,,,,,,,,,,,,
817.0,15734565.0,Hughes,696.0,France,Male,29.0,8.0,0.0,2.0,1.0,0.0,191166.09,0.0
