RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
463.0,15670039.0,Sun,509.0,Spain,Female,25.0,3.0,108738.71,2.0,1.0,0.0,106920.57,0.0
464.0,15773792.0,Evans,662.0,France,Female,32.0,4.0,133950.37,1.0,1.0,1.0,48725.68,1.0
465.0,15613786.0,Ogbonnaya,818.0,Spain,Male,26.0,4.0,0.0,2.0,1.0,1.0,167036.94,0.0
466.0,15726032.0,Enyinnaya,608.0,France,Male,33.0,9.0,89968.69,1.0,1.0,0.0,68777.26,0.0
467.0,15663252.0,Olisanugo,850.0,Spain,Female,32.0,9.0,0.0,2.0,1.0,1.0,18924.92,0.0
468.0,15593782.0,Brookes,816.0,Germany,Female,38.0,5.0,130878.75,3.0,1.0,0.0,71905.77,1.0
469.0,15633283.0,Padovano,536.0,France,Male,35.0,8.0,0.0,2.0,1.0,0.0,64833.28,0.0
470.0,15749167.0,Fisk,753.0,France,Male,35.0,3.0,0.0,2.0,1.0,1.0,184843.77,0.0
471.0,15759298.0,Shih,631.0,Spain,Male,27.0,10.0,134169.62,1.0,1.0,1.0,176730.02,0.0
472.0,15683625.0,Hare,703.0,France,Male,37.0,1.0,149762.08,1.0,1.0,0.0,20629.4,1.0
473.0,15635367.0,Muir,774.0,France,Male,26.0,2.0,93844.69,1.0,1.0,0.0,28415.36,0.0
,,,,,,,,,,,,,
471.0,15759298.0,Shih,631.0,Spain,Male,27.0,10.0,134169.62,1.0,1.0,1.0,176730.02,0.0
