RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6645.0,15567893.0,Lei,556.0,Germany,Male,33.0,3.0,124213.36,2.0,1.0,0.0,62627.55,0.0
6646.0,15648989.0,Moss,850.0,France,Male,37.0,4.0,126872.6,1.0,1.0,0.0,197266.58,0.0
6647.0,15662021.0,Lucciano,685.0,Spain,Female,42.0,2.0,0.0,2.0,0.0,0.0,199992.48,0.0
6648.0,15691627.0,Tai,713.0,France,Female,37.0,8.0,0.0,1.0,1.0,1.0,16403.41,0.0
6649.0,15731751.0,Osinachi,437.0,France,Female,26.0,1.0,120923.52,1.0,0.0,1.0,78854.57,0.0
6650.0,15635277.0,Coates,605.0,Spain,Male,47.0,7.0,142643.54,1.0,1.0,0.0,189310.27,0.0
6651.0,15655252.0,Larionova,758.0,Germany,Male,41.0,10.0,79857.64,1.0,1.0,1.0,78088.17,0.0
6652.0,15803941.0,Seleznev,600.0,France,Male,46.0,10.0,95502.21,1.0,0.0,0.0,19842.18,0.0
6653.0,15714380.0,Butcher,827.0,France,Male,38.0,5.0,0.0,2.0,0.0,0.0,103305.01,0.0
6654.0,15666559.0,Gould,608.0,Germany,Male,23.0,8.0,197715.93,2.0,1.0,1.0,116124.28,0.0
6655.0,15799998.0,Cunningham,608.0,France,Female,30.0,8.0,85859.76,1.0,0.0,0.0,142730.27,0.0
,,,,,,,,,,,,,
6648.0,15691627.0,Tai,713.0,France,Female,37.0,8.0,0.0,1.0,1.0,1.0,16403.41,0.0
