RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6007.0,15636395.0,King,529.0,France,Female,31.0,5.0,0.0,2.0,1.0,0.0,26817.23,0.0
6008.0,15712772.0,Onwubiko,757.0,France,Male,28.0,3.0,75381.15,1.0,1.0,1.0,199727.72,0.0
6009.0,15700937.0,Romano,767.0,Spain,Female,24.0,5.0,0.0,2.0,1.0,1.0,67445.85,0.0
6010.0,15766659.0,Okwudilichukwu,525.0,Spain,Male,33.0,5.0,0.0,2.0,1.0,0.0,161002.29,0.0
6011.0,15814033.0,Milano,759.0,Spain,Male,38.0,1.0,0.0,2.0,1.0,0.0,20778.39,0.0
6012.0,15783007.0,Parker,520.0,Germany,Female,45.0,1.0,123086.39,1.0,1.0,1.0,41042.4,1.0
6013.0,15654183.0,Aitken,738.0,France,Female,26.0,3.0,0.0,2.0,1.0,0.0,67484.16,0.0
6014.0,15609899.0,Obiora,548.0,Spain,Male,37.0,4.0,0.0,1.0,1.0,0.0,121763.68,0.0
6015.0,15747323.0,Vasilyeva,535.0,Spain,Male,48.0,9.0,109472.47,1.0,1.0,0.0,157358.43,1.0
6016.0,15582591.0,Chiabuotu,615.0,Spain,Male,59.0,4.0,155766.05,1.0,1.0,1.0,110275.17,0.0
6017.0,15738835.0,Slater,850.0,Germany,Male,38.0,7.0,101985.81,2.0,0.0,0.0,43801.27,0.0
,,,,,,,,,,,,,
6013.0,15654183.0,Aitken,738.0,France,Female,26.0,3.0,0.0,2.0,1.0,0.0,67484.16,0.0
