RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8735.0,15642530.0,Coates,706.0,Germany,Female,47.0,10.0,144090.42,1.0,1.0,0.0,140938.95,1.0
8736.0,15713599.0,Castiglione,728.0,France,Male,30.0,10.0,114835.43,1.0,0.0,1.0,37662.49,0.0
8737.0,15744770.0,Stone,636.0,France,Male,44.0,2.0,0.0,2.0,0.0,0.0,86414.41,0.0
8738.0,15780498.0,Maynard,634.0,France,Male,34.0,3.0,145030.92,1.0,1.0,1.0,41820.65,0.0
8739.0,15624397.0,Moore,627.0,France,Male,43.0,8.0,71240.3,1.0,0.0,1.0,127734.16,0.0
8740.0,15615219.0,Obielumani,518.0,France,Male,59.0,5.0,138772.15,1.0,0.0,1.0,123872.0,0.0
8741.0,15570908.0,Harding,687.0,Spain,Female,29.0,7.0,93617.07,1.0,0.0,1.0,113050.92,0.0
8742.0,15762855.0,Hill,622.0,Spain,Female,23.0,8.0,0.0,2.0,1.0,1.0,131389.39,0.0
8743.0,15661827.0,Brown,693.0,Spain,Female,45.0,4.0,0.0,2.0,1.0,1.0,26589.56,0.0
8744.0,15746035.0,Pagnotto,450.0,Spain,Male,25.0,9.0,74237.2,2.0,0.0,1.0,195463.35,0.0
8745.0,15691906.0,Esposito,664.0,Germany,Female,49.0,5.0,127421.78,2.0,1.0,0.0,108876.75,1.0
,,,,,,,,,,,,,
8745.0,15691906.0,Esposito,664.0,Germany,Female,49.0,5.0,127421.78,2.0,1.0,0.0,108876.75,1.0
