RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
606.0,15814035.0,Lawrence,601.0,France,Male,29.0,9.0,0.0,1.0,1.0,1.0,80393.27,0.0
607.0,15661249.0,Bellucci,699.0,France,Male,53.0,4.0,0.0,2.0,0.0,1.0,111307.98,0.0
608.0,15629117.0,Harper,584.0,France,Male,28.0,10.0,0.0,2.0,1.0,0.0,19834.32,0.0
609.0,15607170.0,Boyle,699.0,France,Male,35.0,5.0,0.0,2.0,1.0,1.0,78397.24,0.0
610.0,15586585.0,Duncan,698.0,Germany,Female,51.0,2.0,111018.98,1.0,1.0,0.0,86410.28,0.0
611.0,15686611.0,Moss,495.0,France,Male,30.0,10.0,129755.99,1.0,0.0,0.0,172749.65,0.0
612.0,15603203.0,Avdeyeva,650.0,France,Female,27.0,6.0,0.0,2.0,1.0,0.0,1002.39,0.0
613.0,15619857.0,Crawford,605.0,France,Female,64.0,2.0,129555.7,1.0,1.0,1.0,13601.79,0.0
614.0,15805062.0,Lynton,667.0,Spain,Male,38.0,1.0,87202.38,1.0,1.0,1.0,77866.91,0.0
615.0,15660271.0,Duncan,688.0,Germany,Male,26.0,8.0,146133.39,1.0,1.0,1.0,175296.76,0.0
616.0,15745295.0,Gether,727.0,Spain,Female,31.0,0.0,0.0,1.0,1.0,0.0,121751.04,1.0
,,,,,,,,,,,,,
608.0,15629117.0,Harper,584.0,France,Male,28.0,10.0,0.0,2.0,1.0,0.0,19834.32,0.0
