RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6392.0,15784099.0,Clark,726.0,France,Female,38.0,5.0,126875.62,1.0,1.0,0.0,128052.29,0.0
6393.0,15701352.0,Fanucci,611.0,Spain,Female,28.0,3.0,96381.68,2.0,1.0,0.0,181419.29,0.0
6394.0,15789371.0,Cattaneo,593.0,Germany,Female,41.0,4.0,119703.1,2.0,1.0,1.0,109783.29,0.0
6395.0,15602845.0,Udinesi,466.0,Germany,Male,41.0,2.0,152102.18,2.0,1.0,0.0,181879.56,0.0
6396.0,15707918.0,Bentley,741.0,Germany,Female,36.0,0.0,127675.39,2.0,1.0,0.0,74260.16,0.0
6397.0,15602812.0,Holmes,684.0,Germany,Female,44.0,2.0,133776.86,2.0,0.0,1.0,49865.04,0.0
6398.0,15675888.0,Austin,550.0,Spain,Female,33.0,9.0,72788.03,1.0,1.0,1.0,103608.06,0.0
6399.0,15591822.0,Mackenzie,593.0,Spain,Male,26.0,9.0,76226.9,1.0,1.0,0.0,167564.82,0.0
6400.0,15738501.0,Booth,601.0,Germany,Male,48.0,9.0,163630.76,1.0,0.0,1.0,41816.49,1.0
6401.0,15585907.0,Collier,676.0,Spain,Female,30.0,5.0,0.0,2.0,0.0,0.0,179066.58,0.0
6402.0,15579040.0,Hs?,556.0,France,Female,46.0,10.0,0.0,2.0,0.0,0.0,109184.24,0.0
,,,,,,,,,,,,,
6397.0,15602812.0,Holmes,684.0,Germany,Female,44.0,2.0,133776.86,2.0,0.0,1.0,49865.04,0.0
