RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8438.0,15591428.0,Myers,781.0,France,Male,29.0,9.0,0.0,2.0,0.0,0.0,172097.4,0.0
8439.0,15692142.0,Rogova,707.0,Germany,Female,48.0,7.0,105086.74,1.0,1.0,1.0,180344.69,1.0
8440.0,15692931.0,Hsing,670.0,France,Male,22.0,2.0,114991.45,1.0,1.0,1.0,37392.56,0.0
8441.0,15781127.0,Giordano,663.0,Spain,Female,33.0,8.0,96769.04,1.0,1.0,1.0,36864.05,0.0
8442.0,15677136.0,Okwukwe,624.0,France,Female,23.0,5.0,0.0,2.0,0.0,0.0,132418.59,0.0
8443.0,15677828.0,Chalmers,598.0,France,Female,34.0,4.0,0.0,2.0,0.0,0.0,60894.26,0.0
8444.0,15567897.0,Chiazagomekpere,619.0,Germany,Male,23.0,5.0,132725.1,1.0,1.0,1.0,143913.33,0.0
8445.0,15793641.0,Evseyev,792.0,France,Female,70.0,3.0,0.0,2.0,1.0,1.0,172240.27,0.0
8446.0,15678333.0,Parry-Okeden,683.0,France,Female,26.0,7.0,0.0,2.0,1.0,0.0,86619.77,0.0
8447.0,15630511.0,Picot,691.0,France,Female,33.0,6.0,0.0,2.0,1.0,0.0,164074.89,0.0
8448.0,15792627.0,Reid,765.0,Spain,Female,33.0,5.0,84557.82,1.0,1.0,1.0,69039.43,0.0
,,,,,,,,,,,,,
8444.0,15567897.0,Chiazagomekpere,619.0,Germany,Male,23.0,5.0,132725.1,1.0,1.0,1.0,143913.33,0.0
