RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7074.0,15585855.0,Gould,679.0,France,Male,40.0,1.0,0.0,1.0,1.0,1.0,16897.19,0.0
7075.0,15752139.0,Salter,682.0,Germany,Male,36.0,5.0,72373.62,2.0,1.0,0.0,36895.99,0.0
7076.0,15768295.0,Warner,778.0,France,Female,34.0,7.0,109564.1,1.0,0.0,1.0,113046.81,0.0
7077.0,15766906.0,Salier,742.0,France,Female,25.0,4.0,132116.13,2.0,1.0,0.0,129933.5,0.0
7078.0,15725776.0,Lazar,649.0,Germany,Male,24.0,7.0,101195.23,1.0,0.0,0.0,133091.32,0.0
7079.0,15682576.0,Onyenachiya,763.0,France,Male,67.0,1.0,149436.73,2.0,0.0,1.0,106282.74,0.0
7080.0,15704081.0,Findlay,595.0,Germany,Male,30.0,9.0,130682.11,2.0,1.0,1.0,57862.88,0.0
7081.0,15719940.0,Gibbons,628.0,Germany,Female,51.0,10.0,115280.49,2.0,0.0,0.0,12628.61,1.0
7082.0,15672894.0,McCawley,625.0,France,Female,36.0,8.0,129944.39,2.0,0.0,0.0,198914.8,0.0
7083.0,15667451.0,Taylor,733.0,France,Male,36.0,5.0,0.0,2.0,1.0,1.0,109127.54,0.0
7084.0,15636767.0,Yang,665.0,Spain,Female,32.0,10.0,0.0,1.0,1.0,1.0,22487.45,0.0
,,,,,,,,,,,,,
7074.0,15585855.0,Gould,679.0,France,Male,40.0,1.0,0.0,1.0,1.0,1.0,16897.19,0.0
