RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6689.0,15814267.0,Zhdanova,550.0,France,Male,22.0,6.0,154377.3,1.0,1.0,1.0,51721.52,0.0
6690.0,15614923.0,Nielson,630.0,Spain,Male,41.0,7.0,107511.52,1.0,0.0,1.0,46156.87,0.0
6691.0,15579223.0,Niu,573.0,Germany,Male,30.0,8.0,127406.5,1.0,1.0,0.0,192950.6,0.0
6692.0,15651389.0,Kay,561.0,Spain,Male,24.0,8.0,143656.55,1.0,0.0,1.0,180932.46,0.0
6693.0,15677087.0,Green,662.0,France,Female,39.0,5.0,138106.75,1.0,0.0,0.0,19596.73,0.0
6694.0,15665784.0,She,637.0,France,Male,27.0,9.0,128940.24,1.0,1.0,0.0,46786.92,0.0
6695.0,15576706.0,Ajuluchukwu,651.0,Germany,Male,37.0,9.0,114453.58,1.0,0.0,1.0,175820.91,0.0
6696.0,15615473.0,Sabbatini,646.0,France,Female,33.0,2.0,0.0,2.0,0.0,0.0,198208.0,0.0
6697.0,15587299.0,Board,567.0,France,Female,48.0,3.0,0.0,1.0,1.0,0.0,55362.45,0.0
6698.0,15655389.0,Leckie,638.0,France,Male,41.0,1.0,131762.94,1.0,1.0,1.0,47675.29,0.0
6699.0,15784491.0,Ho,725.0,France,Female,31.0,6.0,0.0,1.0,0.0,0.0,61326.43,0.0
,,,,,,,,,,,,,
6696.0,15615473.0,Sabbatini,646.0,France,Female,33.0,2.0,0.0,2.0,0.0,0.0,198208.0,0.0
