RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7239.0,15594133.0,Erskine,697.0,Spain,Male,62.0,7.0,0.0,1.0,1.0,0.0,129188.18,1.0
7240.0,15772329.0,Fiorentino,580.0,Germany,Male,45.0,8.0,103741.14,1.0,1.0,0.0,47428.73,1.0
7241.0,15591552.0,Okonkwo,600.0,France,Female,32.0,7.0,98877.95,1.0,1.0,0.0,132973.21,0.0
7242.0,15750921.0,Monds,521.0,France,Male,37.0,5.0,105843.26,2.0,1.0,1.0,84908.2,0.0
7243.0,15701687.0,Campbell,664.0,Spain,Male,44.0,7.0,77526.66,3.0,0.0,0.0,57338.56,1.0
7244.0,15728906.0,Ibekwe,634.0,France,Male,77.0,5.0,0.0,2.0,1.0,1.0,161579.85,0.0
7245.0,15670029.0,Marcelo,445.0,France,Female,33.0,7.0,0.0,2.0,1.0,0.0,122625.68,0.0
7246.0,15763579.0,Castro,702.0,Germany,Female,36.0,2.0,105264.88,2.0,1.0,1.0,52909.87,0.0
7247.0,15728010.0,Capon,485.0,France,Male,37.0,5.0,0.0,2.0,0.0,1.0,170226.47,0.0
7248.0,15663194.0,Voronova,582.0,Germany,Female,40.0,3.0,110150.43,1.0,1.0,1.0,191757.65,1.0
7249.0,15736510.0,Loggia,605.0,Spain,Female,57.0,2.0,0.0,3.0,1.0,0.0,66652.75,1.0
,,,,,,,,,,,,,
7249.0,15736510.0,Loggia,605.0,Spain,Female,57.0,2.0,0.0,3.0,1.0,0.0,66652.75,1.0
