RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
100.0,15633059.0,Fanucci,413.0,France,Male,34.0,9.0,0.0,2.0,0.0,0.0,6534.18,0.0
101.0,15808582.0,Fu,665.0,France,Female,40.0,6.0,0.0,1.0,1.0,1.0,161848.03,0.0
102.0,15743192.0,Hung,623.0,France,Female,44.0,6.0,0.0,2.0,0.0,0.0,167162.43,0.0
103.0,15580146.0,Hung,738.0,France,Male,31.0,9.0,82674.15,1.0,1.0,0.0,41970.72,0.0
104.0,15776605.0,Bradley,528.0,Spain,Male,36.0,7.0,0.0,2.0,1.0,0.0,60536.56,0.0
105.0,15804919.0,Dunbabin,670.0,Spain,Female,65.0,1.0,0.0,1.0,1.0,1.0,177655.68,1.0
106.0,15613854.0,Mauldon,622.0,Spain,Female,46.0,4.0,107073.27,2.0,1.0,1.0,30984.59,1.0
107.0,15599195.0,Stiger,582.0,Germany,Male,32.0,1.0,88938.62,1.0,1.0,1.0,10054.53,0.0
108.0,15812878.0,Parsons,785.0,Germany,Female,36.0,2.0,99806.85,1.0,0.0,1.0,36976.52,0.0
109.0,15602312.0,Walkom,605.0,Spain,Male,33.0,5.0,150092.8,1.0,0.0,0.0,71862.79,0.0
110.0,15744689.0,T'ang,479.0,Germany,Male,35.0,9.0,92833.89,1.0,1.0,0.0,99449.86,1.0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
